"item","Año","Genero","Institución educativa","Deporte","Rol","Ciudad","Departamento"
"2,840","2024","Mujer","IE Centro Social","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,841","2024","Mujer","IE Divino Salvador","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,842","2024","Mujer","Instituto Tecnico Empresarial","Voleibol","Deportista","Yopal","Casanare"
"2,843","2024","Mujer","Liceo Infantil Siglo XXI","Atletismo","Deportista","Yopal","Casanare"
"2,844","2024","Mujer","IE Luis Hernandez Vargas","Atletismo","Deportista","Yopal","Casanare"
"2,845","2024","Mujer","Colegio Alianza Pedagogica","Tenis de Campo","Deportista","Yopal","Casanare"
"2,846","2024","Mujer","Gimnasio Comfacasanare","Taekwondo","Deportista","Yopal","Casanare"
"2,847","2024","Mujer","IE Luis Hernandez Vargas","Baloncesto","Deportista","Yopal","Casanare"
"2,848","2024","Mujer","Instituto Tecnico Empresarial","Baloncesto","Deportista","Yopal","Casanare"
"2,849","2024","Hombre","IE Centro Social","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,850","2024","Mujer","IE Luis Hernandez Vargas","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,851","2024","Mujer","Instituto Tecnico Empresarial","Baloncesto","Deportista","Yopal","Casanare"
"2,852","2024","Mujer","Colegio UNICAB Virtual Yopal","Ajedrez Integrado","Deportista","Yopal","Casanare"
"2,853","2024","Mujer","Colegio de la Presentación Yopal","Mini Voleibol","Deportista","Yopal","Casanare"
"2,854","2024","Mujer","IE Luis Hernandez Vargas","Atletismo","Deportista","Yopal","Casanare"
"2,855","2024","Hombre","Institucion Educativa Tecnica Agropecuaria La Inmaculada","Fútbol Sala","Deportista","Yopal","Casanare"
"2,856","2024","Mujer","Instituto Tecnico Empresarial","Mini Baloncesto","Deportista","Yopal","Casanare"
"2,857","2024","Mujer","IE Luis Hernandez Vargas","Voleibol","Deportista","Yopal","Casanare"
"2,858","2024","Mujer","IE Luis Hernandez Vargas","Voleibol","Deportista","Yopal","Casanare"
"2,859","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"2,860","2024","Hombre","Gimnasio Moderno Franceso  Forgione","Ajedrez Integrado","Deportista","Yopal","Casanare"
"2,861","2024","Hombre","IE Lucila Piragauta","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,862","2024","Hombre","IE Centro Social","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,863","2024","Hombre","Gimnasio Thomas Jefferson","Ajedrez Integrado","Deportista","Yopal","Casanare"
"2,864","2024","Hombre","Liceo Campestre Andino","Fútbol Sala","Deportista","Yopal","Casanare"
"2,865","2024","Hombre","Colegio Bethel","Fútbol Sala","Deportista","Yopal","Casanare"
"2,866","2024","Hombre","Liceo Moderno Celestin Freinet Casanare","Fútbol Sala","Deportista","Yopal","Casanare"
"2,867","2024","Hombre","Gimnasio Thomas Jefferson","Fútbol Sala","Deportista","Yopal","Casanare"
"2,868","2024","Hombre","IE Lucila Piragauta","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,869","2024","Hombre","Gimnasio Comfacasanare","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,870","2024","Hombre","IE Luis Carlos Galan SarmIEnto","Fútbol Sala","Deportista","Yopal","Casanare"
"2,871","2024","Hombre","IE La Campiña","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,872","2024","Hombre","IE Centro Social","Baloncesto","Deportista","Yopal","Casanare"
"2,873","2024","Hombre","IE Manuela Beltran","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,874","2024","Hombre","Liceo Escolar los Ángeles","Fútbol","Deportista","Yopal","Casanare"
"2,875","2024","Hombre","IE Braulio Gonzalez","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,876","2024","Hombre","IE Centro Social","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,877","2024","Hombre","Gimnasio de los Llanos","Baloncesto","Deportista","Yopal","Casanare"
"2,878","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"2,879","2024","Hombre","Colegio San Mateo Apostol","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,880","2024","Hombre","Gimnasio de los Llanos","Fútbol","Deportista","Yopal","Casanare"
"2,881","2024","Hombre","Colegio Alianza Pedagogica","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,882","2024","Hombre","IE Braulio Gonzalez","Fútbol Sala","Deportista","Yopal","Casanare"
"2,883","2024","Hombre","IE Luis Carlos Galan SarmIEnto","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,884","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"2,885","2024","Hombre","Colegio Alianza Pedagogica","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,886","2024","Hombre","IE Lucila Piragauta","Fútbol Sala","Deportista","Yopal","Casanare"
"2,887","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"2,888","2024","Hombre","Gimnasio Thomas Jefferson","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,889","2024","Hombre","Liceo Gustavo Matamoros Leon","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,890","2024","Hombre","IE Centro Social","Ajedrez Integrado","Deportista","Yopal","Casanare"
"2,891","2024","Hombre","Gimnasio Comfacasanare","Festivales Escolares","Deportista","Yopal","Casanare"
"2,892","2024","Hombre","IE Centro Social","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,893","2024","Hombre","IE Luis Hernandez Vargas","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,894","2024","Hombre","IE Luis Hernandez Vargas","Baloncesto","Deportista","Yopal","Casanare"
"2,895","2024","Hombre","Institucion Educativa Tecnica Agropecuaria La Inmaculada","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,896","2024","Hombre","IE Jorge ElIEcer Gaitan","Fútbol Sala","Deportista","Yopal","Casanare"
"2,897","2024","Hombre","IE Centro Social","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,898","2024","Hombre","Liceo Campestre Andino","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,899","2024","Hombre","Liceo Moderno Celestin Freinet Casanare","Ajedrez Integrado","Deportista","Yopal","Casanare"
"2,900","2024","Hombre","Instituto Tecnico Ambiental San Mateo","Fútbol Sala","Deportista","Yopal","Casanare"
"2,901","2024","Hombre","IE Luis Hernandez Vargas","Atletismo","Deportista","Yopal","Casanare"
"2,902","2024","Hombre","Gimnasio Comfacasanare","Baloncesto","Deportista","Yopal","Casanare"
"2,903","2024","Hombre","IE Luis Hernandez Vargas","Taekwondo","Deportista","Yopal","Casanare"
"2,904","2024","Hombre","IE Santa Teresa","Fútbol Sala","Deportista","Yopal","Casanare"
"2,905","2024","Hombre","Gimnasio Thomas Jefferson","Fútbol Sala","Deportista","Yopal","Casanare"
"2,906","2024","Hombre","Gimnasio Thomas Jefferson","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,907","2024","Hombre","IE Luis Hernandez Vargas","Baloncesto","Deportista","Yopal","Casanare"
"2,908","2024","Hombre","IE Lucila Piragauta","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,909","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"2,910","2024","Hombre","IE Braulio Gonzalez","Voleibol","Deportista","Yopal","Casanare"
"2,911","2024","Hombre","Colegio campestre Hispano Ingles del Casanare","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,912","2024","Hombre","Gimnasio Comfacasanare","Fútbol","Deportista","Yopal","Casanare"
"2,913","2024","Hombre","IE Manuela Beltran","Fútbol","Deportista","Yopal","Casanare"
"2,914","2024","Hombre","Institucion Educativa Isaac Newton","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,915","2024","Hombre","IE Divino Salvador","Fútbol Sala","Deportista","Yopal","Casanare"
"2,916","2024","Hombre","Colegio Alianza Pedagogica","Ajedrez Integrado","Deportista","Yopal","Casanare"
"2,917","2024","Hombre","IE Braulio Gonzalez","Baloncesto","Deportista","Yopal","Casanare"
"2,918","2024","Hombre","Gimnasio Thomas Jefferson","Fútbol Sala","Deportista","Yopal","Casanare"
"2,919","2024","Hombre","Liceo Gustavo Matamoros Leon","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,920","2024","Hombre","Institucion Educativa Isaac Newton","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,921","2024","Hombre","Liceo Gustavo Matamoros Leon","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,922","2024","Hombre","Liceo Gustavo Matamoros Leon","Fútbol Sala","Deportista","Yopal","Casanare"
"2,923","2024","Hombre","Colegio Alianza Pedagogica","Karate Do","Deportista","Yopal","Casanare"
"2,924","2024","Hombre","Liceo Pedagógico Colombo Inglés","Fútbol Sala","Deportista","Yopal","Casanare"
"2,925","2024","Hombre","IE Centro Social","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,926","2024","Hombre","IE Luis Hernandez Vargas","Fútbol Sala","Deportista","Yopal","Casanare"
"2,927","2024","Hombre","IE Luis Hernandez Vargas","Mini Baloncesto","Deportista","Yopal","Casanare"
"2,928","2024","Hombre","IE La Campiña","Baloncesto","Deportista","Yopal","Casanare"
"2,929","2024","Hombre","Instituto Tecnico Empresarial","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,930","2024","Hombre","Gimnasio Comfacasanare","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,931","2024","Hombre","Colegio Alianza Pedagogica","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,932","2024","Hombre","IE Manuela Beltran","Baloncesto","Deportista","Yopal","Casanare"
"2,933","2024","Hombre","Gimnasio Comfacasanare","Fútbol","Deportista","Yopal","Casanare"
"2,934","2024","Hombre","Instituto Tecnico Empresarial","Baloncesto","Deportista","Yopal","Casanare"
"2,935","2024","Hombre","IE Braulio Gonzalez","Atletismo","Deportista","Yopal","Casanare"
"2,936","2024","Hombre","Instituto Tecnico Ambiental San Mateo","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,937","2024","Hombre","Gimnasio de los Llanos","Fútbol","Deportista","Yopal","Casanare"
"2,938","2024","Hombre","Instituto Tecnico Empresarial","Karate Do","Deportista","Yopal","Casanare"
"2,939","2024","Hombre","IE Centro Social","Mini Baloncesto","Deportista","Yopal","Casanare"
"2,940","2024","Hombre","IE Luis Carlos Galan SarmIEnto","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,941","2024","Hombre","Colegio Alianza Pedagogica","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,942","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"2,943","2024","Hombre","IE Luis Hernandez Vargas","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,944","2024","Hombre","IE Centro Social","Baloncesto","Deportista","Yopal","Casanare"
"2,945","2024","Hombre","IE Luis Hernandez Vargas","Fútbol Sala","Deportista","Yopal","Casanare"
"2,946","2024","Hombre","Liceo Escolar los Ángeles","Fútbol","Deportista","Yopal","Casanare"
"2,947","2024","Hombre","IE Braulio Gonzalez","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,948","2024","Hombre","Gimnasio de los Llanos","Fútbol","Deportista","Yopal","Casanare"
"2,949","2024","Hombre","Institucion Educativa Tecnica Agropecuaria La Inmaculada","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,950","2024","Hombre","Gimnasio Thomas Jefferson","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,951","2024","Hombre","Instituto Tecnico Empresarial","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,952","2024","Hombre","IE Braulio Gonzalez","Atletismo","Deportista","Yopal","Casanare"
"2,953","2024","Mujer","Instituto Tecnico Empresarial","Baloncesto","Deportista","Yopal","Casanare"
"2,954","2024","Mujer","IE Lucila Piragauta","Voleibol","Deportista","Yopal","Casanare"
"2,955","2024","Hombre","IE La Campiña","Voleibol","Deportista","Yopal","Casanare"
"2,956","2024","Hombre","Liceo de la Sabana","Ajedrez Integrado","Deportista","Yopal","Casanare"
"2,957","2024","Hombre","IE Luis Carlos Galan SarmIEnto","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,958","2024","Hombre","Instituto Tecnico Empresarial","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,959","2024","Hombre","Colegio de la Presentación Yopal","Karate Do","Deportista","Yopal","Casanare"
"2,960","2024","Hombre","IE La Campiña","Baloncesto","Deportista","Yopal","Casanare"
"2,961","2024","Hombre","Gimnasio Comfacasanare","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,962","2024","Hombre","IE El Triunfo","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,963","2024","Hombre","Liceo Moderno Celestin Freinet Casanare","Levantamiento de Pesas","Deportista","Yopal","Casanare"
"2,964","2024","Hombre","Gimnasio Thomas Jefferson","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,965","2024","Hombre","Colegio San Mateo Apostol","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,966","2024","Hombre","IE Braulio Gonzalez","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,967","2024","Hombre","IE Centro Social","Fútbol","Deportista","Yopal","Casanare"
"2,968","2024","Hombre","Instituto Tecnico Empresarial","Baloncesto","Deportista","Yopal","Casanare"
"2,969","2024","Hombre","Gimnasio Comfacasanare","Baloncesto","Deportista","Yopal","Casanare"
"2,970","2024","Hombre","Institucion Educativa Isaac Newton","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,971","2024","Hombre","Liceo de la Sabana","Tejo","Deportista","Yopal","Casanare"
"2,972","2024","Hombre","Gimnasio Comfacasanare","Baloncesto","Deportista","Yopal","Casanare"
"2,973","2024","Hombre","Liceo Gustavo Matamoros Leon","Fútbol","Deportista","Yopal","Casanare"
"2,974","2024","Hombre","IE Luis Hernandez Vargas","Atletismo","Deportista","Yopal","Casanare"
"2,975","2024","Hombre","IE Lucila Piragauta","Voleibol","Deportista","Yopal","Casanare"
"2,976","2024","Hombre","Colegio San Mateo Apostol","Baloncesto","Deportista","Yopal","Casanare"
"2,977","2024","Hombre","Liceo de la Sabana","Atletismo","Deportista","Yopal","Casanare"
"2,978","2024","Hombre","IE Braulio Gonzalez","Fútbol","Deportista","Yopal","Casanare"
"2,979","2024","Hombre","IE Braulio Gonzalez","Fútbol Sala","Deportista","Yopal","Casanare"
"2,980","2024","Hombre","IE Carlos Lleras Restrepo","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,981","2024","Hombre","IE Técnica Empresarial Llano Lindo Itell","Boxeo","Deportista","Yopal","Casanare"
"2,982","2024","Hombre","Liceo Moderno Celestin Freinet Casanare","Fútbol Sala","Deportista","Yopal","Casanare"
"2,983","2024","Hombre","Institucion Educativa Tecnica Agropecuaria La Inmaculada","Fútbol Sala","Deportista","Yopal","Casanare"
"2,984","2024","Hombre","IE Manuela Beltran","Baloncesto","Deportista","Yopal","Casanare"
"2,985","2024","Hombre","IE Luis Hernandez Vargas","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,986","2024","Hombre","IE Luis Hernandez Vargas","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,987","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"2,988","2024","Hombre","Liceo Moderno Celestin Freinet Casanare","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,989","2024","Hombre","IE Centro Social","Mini Baloncesto","Deportista","Yopal","Casanare"
"2,990","2024","Mujer","Liceo Moderno Celestin Freinet Casanare","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,991","2024","Mujer","IE Divino Salvador","Fútbol Sala","Deportista","Yopal","Casanare"
"2,992","2024","Mujer","Instituto Pilosophia","Taekwondo","Deportista","Yopal","Casanare"
"2,993","2024","Mujer","Colegio Bethel","Atletismo","Deportista","Yopal","Casanare"
"2,994","2024","Mujer","Liceo Gustavo Matamoros Leon","Porrismo","Deportista","Yopal","Casanare"
"2,995","2024","Mujer","Colegio Bethel","Voleibol","Deportista","Yopal","Casanare"
"2,996","2024","Mujer","IE Luis Hernandez Vargas","Atletismo","Deportista","Yopal","Casanare"
"2,997","2024","Mujer","IE Divino Salvador","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,998","2024","Mujer","IE Braulio Gonzalez","Festivales Escolares","Deportista","Yopal","Casanare"
"2,999","2024","Mujer","IE Técnica Agropecuaria Lorgio Rodríguez","Atletismo","Deportista","Yopal","Casanare"
"3,000","2024","Mujer","Liceo Gustavo Matamoros Leon","Voleibol","Deportista","Yopal","Casanare"
"3,001","2024","Mujer","Gimnasio Thomas Jefferson","Voleibol","Deportista","Yopal","Casanare"
"3,002","2024","Mujer","Colegio Alianza Pedagogica","Voleibol","Deportista","Yopal","Casanare"
"3,003","2024","Mujer","Instituto Tecnico Empresarial","Voleibol","Deportista","Yopal","Casanare"
"3,004","2024","Mujer","IE Centro Social","Fútbol Sala","Deportista","Yopal","Casanare"
"3,005","2024","Mujer","IE Lucila Piragauta","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"3,006","2024","Mujer","IE Policarpa Salavarrieta","Fútbol de Salón","Deportista","Yopal","Casanare"
"3,007","2024","Mujer","Gimnasio Thomas Jefferson","Voleibol","Deportista","Yopal","Casanare"
"3,008","2024","Mujer","Gimnasio de los Llanos","Voleibol","Deportista","Yopal","Casanare"
"3,009","2024","Mujer","Colegio San Mateo Apostol","Natación","Deportista","Yopal","Casanare"
"3,010","2024","Mujer","Gimnasio de los Llanos","Mini Voleibol","Deportista","Yopal","Casanare"
"3,011","2024","Mujer","IE Lucila Piragauta","Mini Voleibol","Deportista","Yopal","Casanare"
"3,012","2024","Mujer","IE Lucila Piragauta","Voleibol","Deportista","Yopal","Casanare"
"3,013","2024","Mujer","Instituto Tecnico Empresarial","Baloncesto","Deportista","Yopal","Casanare"
"3,014","2024","Mujer","Instituto Tecnico Ambiental San Mateo","Fútbol de Salón","Deportista","Yopal","Casanare"
"3,015","2024","Mujer","IE Luis Hernandez Vargas","Atletismo","Deportista","Yopal","Casanare"
"3,016","2024","Mujer","IE Manuela Beltran","Baloncesto 3x3","Deportista","Yopal","Casanare"
"3,017","2024","Mujer","IE Centro Social","Fútbol de Salón","Deportista","Yopal","Casanare"
"3,018","2024","Mujer","Instituto Tecnico Empresarial","Voleibol","Deportista","Yopal","Casanare"
"3,019","2024","Mujer","Liceo de la Sabana","Bádminton","Deportista","Yopal","Casanare"
"3,020","2024","Mujer","Gimnasio Comfacasanare","Voleibol","Deportista","Yopal","Casanare"
"3,021","2024","Mujer","IE Jorge ElIEcer Gaitan","Fútbol Sala","Deportista","Yopal","Casanare"
"3,022","2024","Mujer","Gimnasio de los Llanos","Fútbol Sala","Deportista","Yopal","Casanare"
"3,025","2024","Mujer","IE Divino Salvador","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"3,026","2024","Mujer","IE Braulio Gonzalez","Fútbol Sala","Deportista","Yopal","Casanare"
"3,027","2024","Mujer","IE Luis Hernandez Vargas","Fútbol de Salón","Deportista","Yopal","Casanare"
"3,028","2024","Mujer","Gimnasio Comfacasanare","Atletismo","Deportista","Yopal","Casanare"
"3,029","2024","Mujer","IE Lucila Piragauta","Voleibol","Deportista","Yopal","Casanare"
